lexeme,stratum,det_flag,diagnostic,op,sentence,flag,needs_realization
choosy,adjective,,inflectional_comparison,both,Something was choosy+er than something else.,,morphology+er
choosy,adjective,,right_mod,judgment,Something was right choosy.,,
choosy,adjective,,enough_postposed,judgment,Something was choosy enough.,,
choosy,adjective,,enough_preposed,judgment,Something was enough choosy.,,
choosy,adjective,,np_complement,both,Something was choosy something.,,
choosy,adjective,,gerund_gap_complement,judgment,Something was choosy doing.,,
choosy,adjective,,attributive,both,The choosy something happened.,,
choosy,adjective,,predicative_be,both,Something was choosy.,,
choosy,adjective,,postpositive,judgment,The something choosy happened.,note_postpositive,
choosy,adjective,,predeterminer_position,both,Choosy the something happened.,,
choosy,adjective,,determiner_function,both,Choosy something happened.,,
choosy,adjective,,fused_head,both,Someone saw choosy.,,
choosy,adjective,,partitive_of,both,Choosy of the somethings happened.,,
choosy,adjective,,un_prefix,both,Something was unchoosy.,orthographic_un,
choosy,adjective,,ly_adverb_base,both,Something happened choosy+ly.,,morphology+ly
choosy,adjective,,ness_nominalization,both,The choosy+ness of something.,,morphology+ness
choosy,adjective,,seem_complement,both,Something seemed choosy.,,
choosy,adjective,,become_complement,both,Something became choosy.,,
choosy,adjective,,coordination_with_adj,judgment,Something was old and choosy.,,
choosy,adjective,,fronting_pp,judgment,"Choosy something, something happened.",,
choosy,adjective,,stranding,judgment,The something that something was choosy __,,
carbonic,adjective,,very_mod,both,Something was very carbonic.,,
carbonic,adjective,,too_mod,both,Something was too carbonic.,,
carbonic,adjective,,comparative_more,both,Something was more carbonic than something else.,,
carbonic,adjective,,inflectional_comparison,both,Something was carbonic+er than something else.,,morphology+er
carbonic,adjective,,right_mod,judgment,Something was right carbonic.,,
carbonic,adjective,,enough_postposed,judgment,Something was carbonic enough.,,
carbonic,adjective,,enough_preposed,judgment,Something was enough carbonic.,,
carbonic,adjective,,np_complement,both,Something was carbonic something.,,
carbonic,adjective,,gerund_gap_complement,judgment,Something was carbonic doing.,,
carbonic,adjective,,attributive,both,The carbonic something happened.,,
carbonic,adjective,,predicative_be,both,Something was carbonic.,,
carbonic,adjective,,postpositive,judgment,The something carbonic happened.,note_postpositive,
carbonic,adjective,,predeterminer_position,both,Carbonic the something happened.,,
carbonic,adjective,,determiner_function,both,Carbonic something happened.,,
carbonic,adjective,,fused_head,both,Someone saw carbonic.,,
carbonic,adjective,,partitive_of,both,Carbonic of the somethings happened.,,
carbonic,adjective,,un_prefix,both,Something was uncarbonic.,orthographic_un,
carbonic,adjective,,ly_adverb_base,both,Something happened carbonic+ly.,,morphology+ly
carbonic,adjective,,ness_nominalization,both,The carbonic+ness of something.,,morphology+ness
carbonic,adjective,,seem_complement,both,Something seemed carbonic.,,
carbonic,adjective,,become_complement,both,Something became carbonic.,,
carbonic,adjective,,coordination_with_adj,judgment,Something was old and carbonic.,,
carbonic,adjective,,fronting_pp,judgment,"Carbonic something, something happened.",,
carbonic,adjective,,stranding,judgment,The something that something was carbonic __,,
truest,adjective,,very_mod,both,Something was very truest.,,
truest,adjective,,too_mod,both,Something was too truest.,,
truest,adjective,,comparative_more,both,Something was more truest than something else.,,
truest,adjective,,inflectional_comparison,both,Something was truest+er than something else.,,morphology+er
truest,adjective,,right_mod,judgment,Something was right truest.,,
truest,adjective,,enough_postposed,judgment,Something was truest enough.,,
truest,adjective,,enough_preposed,judgment,Something was enough truest.,,
truest,adjective,,np_complement,both,Something was truest something.,,
truest,adjective,,gerund_gap_complement,judgment,Something was truest doing.,,
truest,adjective,,attributive,both,The truest something happened.,,
truest,adjective,,predicative_be,both,Something was truest.,,
truest,adjective,,postpositive,judgment,The something truest happened.,note_postpositive,
truest,adjective,,predeterminer_position,both,Truest the something happened.,,
truest,adjective,,determiner_function,both,Truest something happened.,,
truest,adjective,,fused_head,both,Someone saw truest.,,
truest,adjective,,partitive_of,both,Truest of the somethings happened.,,
truest,adjective,,un_prefix,both,Something was untruest.,orthographic_un,
truest,adjective,,ly_adverb_base,both,Something happened truest+ly.,,morphology+ly
truest,adjective,,ness_nominalization,both,The truest+ness of something.,,morphology+ness
truest,adjective,,seem_complement,both,Something seemed truest.,,
truest,adjective,,become_complement,both,Something became truest.,,
truest,adjective,,coordination_with_adj,judgment,Something was old and truest.,,
truest,adjective,,fronting_pp,judgment,"Truest something, something happened.",,
truest,adjective,,stranding,judgment,The something that something was truest __,,
staunch,adjective,,very_mod,both,Something was very staunch.,,
staunch,adjective,,too_mod,both,Something was too staunch.,,
staunch,adjective,,comparative_more,both,Something was more staunch than something else.,,
staunch,adjective,,inflectional_comparison,both,Something was staunch+er than something else.,,morphology+er
staunch,adjective,,right_mod,judgment,Something was right staunch.,,
staunch,adjective,,enough_postposed,judgment,Something was staunch enough.,,
staunch,adjective,,enough_preposed,judgment,Something was enough staunch.,,
staunch,adjective,,np_complement,both,Something was staunch something.,,
staunch,adjective,,gerund_gap_complement,judgment,Something was staunch doing.,,
staunch,adjective,,attributive,both,The staunch something happened.,,
staunch,adjective,,predicative_be,both,Something was staunch.,,
staunch,adjective,,postpositive,judgment,The something staunch happened.,note_postpositive,
staunch,adjective,,predeterminer_position,both,Staunch the something happened.,,
staunch,adjective,,determiner_function,both,Staunch something happened.,,
staunch,adjective,,fused_head,both,Someone saw staunch.,,
staunch,adjective,,partitive_of,both,Staunch of the somethings happened.,,
staunch,adjective,,un_prefix,both,Something was unstaunch.,orthographic_un,
staunch,adjective,,ly_adverb_base,both,Something happened staunch+ly.,,morphology+ly
staunch,adjective,,ness_nominalization,both,The staunch+ness of something.,,morphology+ness
staunch,adjective,,seem_complement,both,Something seemed staunch.,,
staunch,adjective,,become_complement,both,Something became staunch.,,
staunch,adjective,,coordination_with_adj,judgment,Something was old and staunch.,,
staunch,adjective,,fronting_pp,judgment,"Staunch something, something happened.",,
staunch,adjective,,stranding,judgment,The something that something was staunch __,,
righthand,adjective,,very_mod,both,Something was very righthand.,,
righthand,adjective,,too_mod,both,Something was too righthand.,,
righthand,adjective,,comparative_more,both,Something was more righthand than something else.,,
righthand,adjective,,inflectional_comparison,both,Something was righthand+er than something else.,,morphology+er
righthand,adjective,,right_mod,judgment,Something was right righthand.,,
righthand,adjective,,enough_postposed,judgment,Something was righthand enough.,,
righthand,adjective,,enough_preposed,judgment,Something was enough righthand.,,
righthand,adjective,,np_complement,both,Something was righthand something.,,
righthand,adjective,,gerund_gap_complement,judgment,Something was righthand doing.,,
righthand,adjective,,attributive,both,The righthand something happened.,,
righthand,adjective,,predicative_be,both,Something was righthand.,,
righthand,adjective,,postpositive,judgment,The something righthand happened.,note_postpositive,
righthand,adjective,,predeterminer_position,both,Righthand the something happened.,,
righthand,adjective,,determiner_function,both,Righthand something happened.,,
righthand,adjective,,fused_head,both,Someone saw righthand.,,
righthand,adjective,,partitive_of,both,Righthand of the somethings happened.,,
righthand,adjective,,un_prefix,both,Something was unrighthand.,orthographic_un,
righthand,adjective,,ly_adverb_base,both,Something happened righthand+ly.,,morphology+ly
righthand,adjective,,ness_nominalization,both,The righthand+ness of something.,,morphology+ness
righthand,adjective,,seem_complement,both,Something seemed righthand.,,
righthand,adjective,,become_complement,both,Something became righthand.,,
righthand,adjective,,coordination_with_adj,judgment,Something was old and righthand.,,
righthand,adjective,,fronting_pp,judgment,"Righthand something, something happened.",,
righthand,adjective,,stranding,judgment,The something that something was righthand __,,
veritable,adjective,,very_mod,both,Something was very veritable.,,
veritable,adjective,,too_mod,both,Something was too veritable.,,
veritable,adjective,,comparative_more,both,Something was more veritable than something else.,,
veritable,adjective,,inflectional_comparison,both,Something was veritable+er than something else.,,morphology+er
veritable,adjective,,right_mod,judgment,Something was right veritable.,,
veritable,adjective,,enough_postposed,judgment,Something was veritable enough.,,
veritable,adjective,,enough_preposed,judgment,Something was enough veritable.,,
veritable,adjective,,np_complement,both,Something was veritable something.,,
veritable,adjective,,gerund_gap_complement,judgment,Something was veritable doing.,,
veritable,adjective,,attributive,both,The veritable something happened.,,
veritable,adjective,,predicative_be,both,Something was veritable.,,
veritable,adjective,,postpositive,judgment,The something veritable happened.,note_postpositive,
veritable,adjective,,predeterminer_position,both,Veritable the something happened.,,
veritable,adjective,,determiner_function,both,Veritable something happened.,,
veritable,adjective,,fused_head,both,Someone saw veritable.,,
veritable,adjective,,partitive_of,both,Veritable of the somethings happened.,,
veritable,adjective,,un_prefix,both,Something was unveritable.,orthographic_un,
veritable,adjective,,ly_adverb_base,both,Something happened veritable+ly.,,morphology+ly
veritable,adjective,,ness_nominalization,both,The veritable+ness of something.,,morphology+ness
veritable,adjective,,seem_complement,both,Something seemed veritable.,,
veritable,adjective,,become_complement,both,Something became veritable.,,
veritable,adjective,,coordination_with_adj,judgment,Something was old and veritable.,,
veritable,adjective,,fronting_pp,judgment,"Veritable something, something happened.",,
veritable,adjective,,stranding,judgment,The something that something was veritable __,,
broody,adjective,,very_mod,both,Something was very broody.,,
broody,adjective,,too_mod,both,Something was too broody.,,
broody,adjective,,comparative_more,both,Something was more broody than something else.,,
broody,adjective,,inflectional_comparison,both,Something was broody+er than something else.,,morphology+er
broody,adjective,,right_mod,judgment,Something was right broody.,,
broody,adjective,,enough_postposed,judgment,Something was broody enough.,,
broody,adjective,,enough_preposed,judgment,Something was enough broody.,,
broody,adjective,,np_complement,both,Something was broody something.,,
broody,adjective,,gerund_gap_complement,judgment,Something was broody doing.,,
broody,adjective,,attributive,both,The broody something happened.,,
broody,adjective,,predicative_be,both,Something was broody.,,
broody,adjective,,postpositive,judgment,The something broody happened.,note_postpositive,
broody,adjective,,predeterminer_position,both,Broody the something happened.,,
broody,adjective,,determiner_function,both,Broody something happened.,,
broody,adjective,,fused_head,both,Someone saw broody.,,
broody,adjective,,partitive_of,both,Broody of the somethings happened.,,
broody,adjective,,un_prefix,both,Something was unbroody.,orthographic_un,
broody,adjective,,ly_adverb_base,both,Something happened broody+ly.,,morphology+ly
broody,adjective,,ness_nominalization,both,The broody+ness of something.,,morphology+ness
broody,adjective,,seem_complement,both,Something seemed broody.,,
broody,adjective,,become_complement,both,Something became broody.,,
broody,adjective,,coordination_with_adj,judgment,Something was old and broody.,,
broody,adjective,,fronting_pp,judgment,"Broody something, something happened.",,
broody,adjective,,stranding,judgment,The something that something was broody __,,
approachable,adjective,,very_mod,both,Something was very approachable.,,
approachable,adjective,,too_mod,both,Something was too approachable.,,
approachable,adjective,,comparative_more,both,Something was more approachable than something else.,,
approachable,adjective,,inflectional_comparison,both,Something was approachable+er than something else.,,morphology+er
approachable,adjective,,right_mod,judgment,Something was right approachable.,,
approachable,adjective,,enough_postposed,judgment,Something was approachable enough.,,
approachable,adjective,,enough_preposed,judgment,Something was enough approachable.,,
approachable,adjective,,np_complement,both,Something was approachable something.,,
approachable,adjective,,gerund_gap_complement,judgment,Something was approachable doing.,,
approachable,adjective,,attributive,both,The approachable something happened.,,
approachable,adjective,,predicative_be,both,Something was approachable.,,
approachable,adjective,,postpositive,judgment,The something approachable happened.,note_postpositive,
approachable,adjective,,predeterminer_position,both,Approachable the something happened.,,
approachable,adjective,,determiner_function,both,Approachable something happened.,,
approachable,adjective,,fused_head,both,Someone saw approachable.,,
approachable,adjective,,partitive_of,both,Approachable of the somethings happened.,,
approachable,adjective,,un_prefix,both,Something was unapproachable.,orthographic_un,
approachable,adjective,,ly_adverb_base,both,Something happened approachable+ly.,,morphology+ly
approachable,adjective,,ness_nominalization,both,The approachable+ness of something.,,morphology+ness
approachable,adjective,,seem_complement,both,Something seemed approachable.,,
approachable,adjective,,become_complement,both,Something became approachable.,,
approachable,adjective,,coordination_with_adj,judgment,Something was old and approachable.,,
approachable,adjective,,fronting_pp,judgment,"Approachable something, something happened.",,
approachable,adjective,,stranding,judgment,The something that something was approachable __,,
motorised,adjective,,very_mod,both,Something was very motorised.,,
motorised,adjective,,too_mod,both,Something was too motorised.,,
motorised,adjective,,comparative_more,both,Something was more motorised than something else.,,
motorised,adjective,,inflectional_comparison,both,Something was motorised+er than something else.,,morphology+er
motorised,adjective,,right_mod,judgment,Something was right motorised.,,
motorised,adjective,,enough_postposed,judgment,Something was motorised enough.,,
motorised,adjective,,enough_preposed,judgment,Something was enough motorised.,,
motorised,adjective,,np_complement,both,Something was motorised something.,,
motorised,adjective,,gerund_gap_complement,judgment,Something was motorised doing.,,
motorised,adjective,,attributive,both,The motorised something happened.,,
motorised,adjective,,predicative_be,both,Something was motorised.,,
motorised,adjective,,postpositive,judgment,The something motorised happened.,note_postpositive,
motorised,adjective,,predeterminer_position,both,Motorised the something happened.,,
motorised,adjective,,determiner_function,both,Motorised something happened.,,
motorised,adjective,,fused_head,both,Someone saw motorised.,,
motorised,adjective,,partitive_of,both,Motorised of the somethings happened.,,
motorised,adjective,,un_prefix,both,Something was unmotorised.,orthographic_un,
motorised,adjective,,ly_adverb_base,both,Something happened motorised+ly.,,morphology+ly
motorised,adjective,,ness_nominalization,both,The motorised+ness of something.,,morphology+ness
motorised,adjective,,seem_complement,both,Something seemed motorised.,,
motorised,adjective,,become_complement,both,Something became motorised.,,
motorised,adjective,,coordination_with_adj,judgment,Something was old and motorised.,,
motorised,adjective,,fronting_pp,judgment,"Motorised something, something happened.",,
motorised,adjective,,stranding,judgment,The something that something was motorised __,,
dooby,adjective,,very_mod,both,Something was very dooby.,,
dooby,adjective,,too_mod,both,Something was too dooby.,,
dooby,adjective,,comparative_more,both,Something was more dooby than something else.,,
dooby,adjective,,inflectional_comparison,both,Something was dooby+er than something else.,,morphology+er
dooby,adjective,,right_mod,judgment,Something was right dooby.,,
dooby,adjective,,enough_postposed,judgment,Something was dooby enough.,,
dooby,adjective,,enough_preposed,judgment,Something was enough dooby.,,
dooby,adjective,,np_complement,both,Something was dooby something.,,
dooby,adjective,,gerund_gap_complement,judgment,Something was dooby doing.,,
dooby,adjective,,attributive,both,The dooby something happened.,,
dooby,adjective,,predicative_be,both,Something was dooby.,,
dooby,adjective,,postpositive,judgment,The something dooby happened.,note_postpositive,
dooby,adjective,,predeterminer_position,both,Dooby the something happened.,,
dooby,adjective,,determiner_function,both,Dooby something happened.,,
dooby,adjective,,fused_head,both,Someone saw dooby.,,
dooby,adjective,,partitive_of,both,Dooby of the somethings happened.,,
dooby,adjective,,un_prefix,both,Something was undooby.,orthographic_un,
dooby,adjective,,ly_adverb_base,both,Something happened dooby+ly.,,morphology+ly
dooby,adjective,,ness_nominalization,both,The dooby+ness of something.,,morphology+ness
dooby,adjective,,seem_complement,both,Something seemed dooby.,,
dooby,adjective,,become_complement,both,Something became dooby.,,
dooby,adjective,,coordination_with_adj,judgment,Something was old and dooby.,,
dooby,adjective,,fronting_pp,judgment,"Dooby something, something happened.",,
dooby,adjective,,stranding,judgment,The something that something was dooby __,,
stupidest,adjective,,very_mod,both,Something was very stupidest.,,
stupidest,adjective,,too_mod,both,Something was too stupidest.,,
stupidest,adjective,,comparative_more,both,Something was more stupidest than something else.,,
stupidest,adjective,,inflectional_comparison,both,Something was stupidest+er than something else.,,morphology+er
stupidest,adjective,,right_mod,judgment,Something was right stupidest.,,
stupidest,adjective,,enough_postposed,judgment,Something was stupidest enough.,,
stupidest,adjective,,enough_preposed,judgment,Something was enough stupidest.,,
stupidest,adjective,,np_complement,both,Something was stupidest something.,,
stupidest,adjective,,gerund_gap_complement,judgment,Something was stupidest doing.,,
stupidest,adjective,,attributive,both,The stupidest something happened.,,
stupidest,adjective,,predicative_be,both,Something was stupidest.,,
stupidest,adjective,,postpositive,judgment,The something stupidest happened.,note_postpositive,
stupidest,adjective,,predeterminer_position,both,Stupidest the something happened.,,
stupidest,adjective,,determiner_function,both,Stupidest something happened.,,
stupidest,adjective,,fused_head,both,Someone saw stupidest.,,
stupidest,adjective,,partitive_of,both,Stupidest of the somethings happened.,,
stupidest,adjective,,un_prefix,both,Something was unstupidest.,orthographic_un,
stupidest,adjective,,ly_adverb_base,both,Something happened stupidest+ly.,,morphology+ly
stupidest,adjective,,ness_nominalization,both,The stupidest+ness of something.,,morphology+ness
stupidest,adjective,,seem_complement,both,Something seemed stupidest.,,
stupidest,adjective,,become_complement,both,Something became stupidest.,,
stupidest,adjective,,coordination_with_adj,judgment,Something was old and stupidest.,,
stupidest,adjective,,fronting_pp,judgment,"Stupidest something, something happened.",,
stupidest,adjective,,stranding,judgment,The something that something was stupidest __,,
gravest,adjective,,very_mod,both,Something was very gravest.,,
gravest,adjective,,too_mod,both,Something was too gravest.,,
gravest,adjective,,comparative_more,both,Something was more gravest than something else.,,
gravest,adjective,,inflectional_comparison,both,Something was gravest+er than something else.,,morphology+er
gravest,adjective,,right_mod,judgment,Something was right gravest.,,
gravest,adjective,,enough_postposed,judgment,Something was gravest enough.,,
gravest,adjective,,enough_preposed,judgment,Something was enough gravest.,,
gravest,adjective,,np_complement,both,Something was gravest something.,,
gravest,adjective,,gerund_gap_complement,judgment,Something was gravest doing.,,
gravest,adjective,,attributive,both,The gravest something happened.,,
gravest,adjective,,predicative_be,both,Something was gravest.,,
gravest,adjective,,postpositive,judgment,The something gravest happened.,note_postpositive,
gravest,adjective,,predeterminer_position,both,Gravest the something happened.,,
gravest,adjective,,determiner_function,both,Gravest something happened.,,
gravest,adjective,,fused_head,both,Someone saw gravest.,,
gravest,adjective,,partitive_of,both,Gravest of the somethings happened.,,
gravest,adjective,,un_prefix,both,Something was ungravest.,orthographic_un,
gravest,adjective,,ly_adverb_base,both,Something happened gravest+ly.,,morphology+ly
gravest,adjective,,ness_nominalization,both,The gravest+ness of something.,,morphology+ness
gravest,adjective,,seem_complement,both,Something seemed gravest.,,
gravest,adjective,,become_complement,both,Something became gravest.,,
gravest,adjective,,coordination_with_adj,judgment,Something was old and gravest.,,
gravest,adjective,,fronting_pp,judgment,"Gravest something, something happened.",,
gravest,adjective,,stranding,judgment,The something that something was gravest __,,
bothersome,adjective,,very_mod,both,Something was very bothersome.,,
bothersome,adjective,,too_mod,both,Something was too bothersome.,,
bothersome,adjective,,comparative_more,both,Something was more bothersome than something else.,,
bothersome,adjective,,inflectional_comparison,both,Something was bothersome+er than something else.,,morphology+er
bothersome,adjective,,right_mod,judgment,Something was right bothersome.,,
bothersome,adjective,,enough_postposed,judgment,Something was bothersome enough.,,
bothersome,adjective,,enough_preposed,judgment,Something was enough bothersome.,,
bothersome,adjective,,np_complement,both,Something was bothersome something.,,
bothersome,adjective,,gerund_gap_complement,judgment,Something was bothersome doing.,,
bothersome,adjective,,attributive,both,The bothersome something happened.,,
bothersome,adjective,,predicative_be,both,Something was bothersome.,,
bothersome,adjective,,postpositive,judgment,The something bothersome happened.,note_postpositive,
bothersome,adjective,,predeterminer_position,both,Bothersome the something happened.,,
bothersome,adjective,,determiner_function,both,Bothersome something happened.,,
bothersome,adjective,,fused_head,both,Someone saw bothersome.,,
bothersome,adjective,,partitive_of,both,Bothersome of the somethings happened.,,
bothersome,adjective,,un_prefix,both,Something was unbothersome.,orthographic_un,
bothersome,adjective,,ly_adverb_base,both,Something happened bothersome+ly.,,morphology+ly
bothersome,adjective,,ness_nominalization,both,The bothersome+ness of something.,,morphology+ness
bothersome,adjective,,seem_complement,both,Something seemed bothersome.,,
bothersome,adjective,,become_complement,both,Something became bothersome.,,
bothersome,adjective,,coordination_with_adj,judgment,Something was old and bothersome.,,
bothersome,adjective,,fronting_pp,judgment,"Bothersome something, something happened.",,
bothersome,adjective,,stranding,judgment,The something that something was bothersome __,,
rotational,adjective,,very_mod,both,Something was very rotational.,,
rotational,adjective,,too_mod,both,Something was too rotational.,,
rotational,adjective,,comparative_more,both,Something was more rotational than something else.,,
rotational,adjective,,inflectional_comparison,both,Something was rotational+er than something else.,,morphology+er
rotational,adjective,,right_mod,judgment,Something was right rotational.,,
rotational,adjective,,enough_postposed,judgment,Something was rotational enough.,,
rotational,adjective,,enough_preposed,judgment,Something was enough rotational.,,
rotational,adjective,,np_complement,both,Something was rotational something.,,
rotational,adjective,,gerund_gap_complement,judgment,Something was rotational doing.,,
rotational,adjective,,attributive,both,The rotational something happened.,,
rotational,adjective,,predicative_be,both,Something was rotational.,,
rotational,adjective,,postpositive,judgment,The something rotational happened.,note_postpositive,
rotational,adjective,,predeterminer_position,both,Rotational the something happened.,,
rotational,adjective,,determiner_function,both,Rotational something happened.,,
rotational,adjective,,fused_head,both,Someone saw rotational.,,
rotational,adjective,,partitive_of,both,Rotational of the somethings happened.,,
rotational,adjective,,un_prefix,both,Something was unrotational.,orthographic_un,
rotational,adjective,,ly_adverb_base,both,Something happened rotational+ly.,,morphology+ly
rotational,adjective,,ness_nominalization,both,The rotational+ness of something.,,morphology+ness
rotational,adjective,,seem_complement,both,Something seemed rotational.,,
rotational,adjective,,become_complement,both,Something became rotational.,,
rotational,adjective,,coordination_with_adj,judgment,Something was old and rotational.,,
rotational,adjective,,fronting_pp,judgment,"Rotational something, something happened.",,
rotational,adjective,,stranding,judgment,The something that something was rotational __,,
toasty,adjective,,very_mod,both,Something was very toasty.,,
toasty,adjective,,too_mod,both,Something was too toasty.,,
toasty,adjective,,comparative_more,both,Something was more toasty than something else.,,
toasty,adjective,,inflectional_comparison,both,Something was toasty+er than something else.,,morphology+er
toasty,adjective,,right_mod,judgment,Something was right toasty.,,
toasty,adjective,,enough_postposed,judgment,Something was toasty enough.,,
toasty,adjective,,enough_preposed,judgment,Something was enough toasty.,,
toasty,adjective,,np_complement,both,Something was toasty something.,,
toasty,adjective,,gerund_gap_complement,judgment,Something was toasty doing.,,
toasty,adjective,,attributive,both,The toasty something happened.,,
toasty,adjective,,predicative_be,both,Something was toasty.,,
toasty,adjective,,postpositive,judgment,The something toasty happened.,note_postpositive,
toasty,adjective,,predeterminer_position,both,Toasty the something happened.,,
toasty,adjective,,determiner_function,both,Toasty something happened.,,
toasty,adjective,,fused_head,both,Someone saw toasty.,,
toasty,adjective,,partitive_of,both,Toasty of the somethings happened.,,
toasty,adjective,,un_prefix,both,Something was untoasty.,orthographic_un,
toasty,adjective,,ly_adverb_base,both,Something happened toasty+ly.,,morphology+ly
toasty,adjective,,ness_nominalization,both,The toasty+ness of something.,,morphology+ness
toasty,adjective,,seem_complement,both,Something seemed toasty.,,
toasty,adjective,,become_complement,both,Something became toasty.,,
toasty,adjective,,coordination_with_adj,judgment,Something was old and toasty.,,
toasty,adjective,,fronting_pp,judgment,"Toasty something, something happened.",,
toasty,adjective,,stranding,judgment,The something that something was toasty __,,
exorbitant,adjective,,very_mod,both,Something was very exorbitant.,,
exorbitant,adjective,,too_mod,both,Something was too exorbitant.,,
exorbitant,adjective,,comparative_more,both,Something was more exorbitant than something else.,,
exorbitant,adjective,,inflectional_comparison,both,Something was exorbitant+er than something else.,,morphology+er
exorbitant,adjective,,right_mod,judgment,Something was right exorbitant.,,
exorbitant,adjective,,enough_postposed,judgment,Something was exorbitant enough.,,
exorbitant,adjective,,enough_preposed,judgment,Something was enough exorbitant.,,
exorbitant,adjective,,np_complement,both,Something was exorbitant something.,,
exorbitant,adjective,,gerund_gap_complement,judgment,Something was exorbitant doing.,,
exorbitant,adjective,,attributive,both,The exorbitant something happened.,,
exorbitant,adjective,,predicative_be,both,Something was exorbitant.,,
exorbitant,adjective,,postpositive,judgment,The something exorbitant happened.,note_postpositive,
exorbitant,adjective,,predeterminer_position,both,Exorbitant the something happened.,,
exorbitant,adjective,,determiner_function,both,Exorbitant something happened.,,
exorbitant,adjective,,fused_head,both,Someone saw exorbitant.,,
exorbitant,adjective,,partitive_of,both,Exorbitant of the somethings happened.,,
exorbitant,adjective,,un_prefix,both,Something was unexorbitant.,orthographic_un,
exorbitant,adjective,,ly_adverb_base,both,Something happened exorbitant+ly.,,morphology+ly
exorbitant,adjective,,ness_nominalization,both,The exorbitant+ness of something.,,morphology+ness
exorbitant,adjective,,seem_complement,both,Something seemed exorbitant.,,
exorbitant,adjective,,become_complement,both,Something became exorbitant.,,
exorbitant,adjective,,coordination_with_adj,judgment,Something was old and exorbitant.,,
exorbitant,adjective,,fronting_pp,judgment,"Exorbitant something, something happened.",,
exorbitant,adjective,,stranding,judgment,The something that something was exorbitant __,,
scampy,adjective,,very_mod,both,Something was very scampy.,,
scampy,adjective,,too_mod,both,Something was too scampy.,,
scampy,adjective,,comparative_more,both,Something was more scampy than something else.,,
scampy,adjective,,inflectional_comparison,both,Something was scampy+er than something else.,,morphology+er
scampy,adjective,,right_mod,judgment,Something was right scampy.,,
scampy,adjective,,enough_postposed,judgment,Something was scampy enough.,,
scampy,adjective,,enough_preposed,judgment,Something was enough scampy.,,
scampy,adjective,,np_complement,both,Something was scampy something.,,
scampy,adjective,,gerund_gap_complement,judgment,Something was scampy doing.,,
scampy,adjective,,attributive,both,The scampy something happened.,,
scampy,adjective,,predicative_be,both,Something was scampy.,,
scampy,adjective,,postpositive,judgment,The something scampy happened.,note_postpositive,
scampy,adjective,,predeterminer_position,both,Scampy the something happened.,,
scampy,adjective,,determiner_function,both,Scampy something happened.,,
scampy,adjective,,fused_head,both,Someone saw scampy.,,
scampy,adjective,,partitive_of,both,Scampy of the somethings happened.,,
scampy,adjective,,un_prefix,both,Something was unscampy.,orthographic_un,
scampy,adjective,,ly_adverb_base,both,Something happened scampy+ly.,,morphology+ly
scampy,adjective,,ness_nominalization,both,The scampy+ness of something.,,morphology+ness
scampy,adjective,,seem_complement,both,Something seemed scampy.,,
scampy,adjective,,become_complement,both,Something became scampy.,,
scampy,adjective,,coordination_with_adj,judgment,Something was old and scampy.,,
scampy,adjective,,fronting_pp,judgment,"Scampy something, something happened.",,
scampy,adjective,,stranding,judgment,The something that something was scampy __,,
sinuous,adjective,,very_mod,both,Something was very sinuous.,,
sinuous,adjective,,too_mod,both,Something was too sinuous.,,
sinuous,adjective,,comparative_more,both,Something was more sinuous than something else.,,
sinuous,adjective,,inflectional_comparison,both,Something was sinuous+er than something else.,,morphology+er
sinuous,adjective,,right_mod,judgment,Something was right sinuous.,,
sinuous,adjective,,enough_postposed,judgment,Something was sinuous enough.,,
sinuous,adjective,,enough_preposed,judgment,Something was enough sinuous.,,
sinuous,adjective,,np_complement,both,Something was sinuous something.,,
sinuous,adjective,,gerund_gap_complement,judgment,Something was sinuous doing.,,
sinuous,adjective,,attributive,both,The sinuous something happened.,,
sinuous,adjective,,predicative_be,both,Something was sinuous.,,
sinuous,adjective,,postpositive,judgment,The something sinuous happened.,note_postpositive,
sinuous,adjective,,predeterminer_position,both,Sinuous the something happened.,,
sinuous,adjective,,determiner_function,both,Sinuous something happened.,,
sinuous,adjective,,fused_head,both,Someone saw sinuous.,,
sinuous,adjective,,partitive_of,both,Sinuous of the somethings happened.,,
sinuous,adjective,,un_prefix,both,Something was unsinuous.,orthographic_un,
sinuous,adjective,,ly_adverb_base,both,Something happened sinuous+ly.,,morphology+ly
sinuous,adjective,,ness_nominalization,both,The sinuous+ness of something.,,morphology+ness
sinuous,adjective,,seem_complement,both,Something seemed sinuous.,,
sinuous,adjective,,become_complement,both,Something became sinuous.,,
sinuous,adjective,,coordination_with_adj,judgment,Something was old and sinuous.,,
sinuous,adjective,,fronting_pp,judgment,"Sinuous something, something happened.",,
sinuous,adjective,,stranding,judgment,The something that something was sinuous __,,
chesty,adjective,,very_mod,both,Something was very chesty.,,
chesty,adjective,,too_mod,both,Something was too chesty.,,
chesty,adjective,,comparative_more,both,Something was more chesty than something else.,,
chesty,adjective,,inflectional_comparison,both,Something was chesty+er than something else.,,morphology+er
chesty,adjective,,right_mod,judgment,Something was right chesty.,,
chesty,adjective,,enough_postposed,judgment,Something was chesty enough.,,
chesty,adjective,,enough_preposed,judgment,Something was enough chesty.,,
chesty,adjective,,np_complement,both,Something was chesty something.,,
chesty,adjective,,gerund_gap_complement,judgment,Something was chesty doing.,,
chesty,adjective,,attributive,both,The chesty something happened.,,
chesty,adjective,,predicative_be,both,Something was chesty.,,
